title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Renewal and upgrade high-voltage and ultra-high-voltage stations and lines,"<div>The Government of Egypt, through the Egyptian Electricity Transmission Company (EETC), announced investments up to EGP 7.6 billion during FY 2023/2024 in projects to renew and upgrade high-voltage and ultra-high-voltage stations and lines.</div>",Announced,2024,National,International Energy Agency,2024-12-22,,https://www.businesstodayegypt.com/Article/1/5766/EETC-invests-EGP-7-6B-to-boost-electricity-sector-during,,1750778199922,"[{""iso3"":""EGY"",""name"":""Egypt""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Electricity and Renewable Energy Investment Plan,"<div>The Ministry of Planning and Economic Development released a report in 2024 to set investment targets in the electricity and renewable energy sector. <br>It notably quotes a target of EGP 81.4 billion for the year 2023/2024, of which government entities account for approximately 52% of the total. </div>",In force,2024,National,International Energy Agency,2024-02-02,,https://mped.gov.eg/singlenews?id=5346&lang=en,,1750778200033,"[{""iso3"":""EGY"",""name"":""Egypt""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Investment Plan for Electricity Network 2024-2030,<div>The Government of Morocco announced an investment of nearly 30 billion dirhams in the electricity transmission network for the period 2024-2030.</div>,In force,2024,National,International Energy Agency,2025-01-07,2030,https://www.maroc.ma/fr/actualites/reseau-electrique-national-de-transport-pres-de-30-mmdh-dinvestissements-entre-2024-et,,1750778200817,"[{""iso3"":""MAR"",""name"":""Morocco""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Finance Law 2025 - Strengthening national energy sovereignty,"<div>The 2025 Finance Bill plans to mobilise 18.2 billion dirhams of public investment to strengthen national energy sovereignty, of which 11.6 billion towards solar PV programmes. </div>",In force,2025,National,International Energy Agency,2024-11-01,,https://ledesk.ma/2024/10/23/energies-renouvelables-plus-de-18-mmdh-dinvestissements-prevus-en-2025/,,1750778200924,"[{""iso3"":""MAR"",""name"":""Morocco""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Saudi Electricity Company Battery Energy Storage Systems Awards,"<div>Saudi Electricity Company (SEC) awards contracts for 2,500 MW Battery Energy Storage Systems across Saudi Arabia.</div>",Announced,2025,National,International Energy Agency,2025-01-08,,https://www.saudigulfprojects.com/2025/01/saudi-arabia-awards-10500mwh-battery-energy-storage-system-contracts/,,1750778201745,"[{""iso3"":""SAU"",""name"":""Saudi Arabia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Electricity Network Investment Plan,<div>The Saudi Electricity Company announced its plan to invest SAR 500 billion by 2030 to build electricity transmission networks.</div>,Announced,2023,National,International Energy Agency,2023-10-19,2030,https://www.argaam.com/en/article/articledetail/id/1678464,,1750778201832,"[{""iso3"":""SAU"",""name"":""Saudi Arabia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Finance Law 2025 - Carbon tax,"<div>The 2025 finance law provides for the introduction of a carbon tax in Morocco, set to be implemented in 2026. </div>",Announced,2026,National,International Energy Agency,2024-12-26,,https://leseco.ma/business/taxe-carbone-le-maroc-veut-verdir-son-economie-sans-sacrifier-sa-competitivite.html,,1750778203241,"[{""iso3"":""MAR"",""name"":""Morocco""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Buildings"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Industry"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Power"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""}]"
Tax exemption for renewable energy,"<div>The decree/ order signed on Oct 22, 2024 between the Ministries of Mines, Petroleum and Energy, Finance and Budget, establishes a list of equipment now exempt from value added tax, customs duties and tax on banking operations. These technologies include solar PVs, battery storage and other devices needed for production and distribution of renewable energy. The list will be updated evert 2 years.</div>",In force,2024,National,International Energy Agency,2024-10-22,,https://leap.unep.org/en/countries/national-legislation/directive-n-022022cmuemoa-relative-la-promotion-et-au-d-veloppement,,1750778203849,"[{""iso3"":""CIV"",""name"":""Cote D'ivoire""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Kenya Power Investment Plan - transmission lines,<div>Kenya Power announced a KES 889 million investment in transmission lines in Western Kenya.  </div>,Announced,2025,National,International Energy Agency,2025-01-31,,https://www.businessdailyafrica.com/bd/corporate/industry/kenya-power-invests-sh889m-in-western-kenya-lines-4921434,,1750778204109,"[{""iso3"":""KEN"",""name"":""Kenya""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Value Added Tax (modification) Order ,"<div>63 items exempted from VAT, related to energy goods and services. </div>",In force,2024,National,International Energy Agency,2024-09-03,,https://punchng.com/full-list-63-items-exempted-from-vat-under-new-fiscal-reforms-by-tinubu/,,1750778205364,"[{""iso3"":""NGA"",""name"":""Nigeria""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Urban transit""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Decree n°18/2004 - Regulation to establish environmental quality and emission standards,"<div>This decree provides air pollutants limits for industrial facilities for SOx and NOx. <br>It also includes limits for vehicles with air pollutant standards for passenger cars, diesel vans, diesel trucks and two-wheelers.</div>",In force,2004,National,International Energy Agency,2004-06-02,,https://ampeid.org/documents/mozambique/decree-no-18-2004-approving-the-regulation-on-environmental-quality-and-effluents%E2%80%99-emissions/,,1757061055733,"[{""iso3"":""MOZ"",""name"":""Mozambique""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""}]"
Regulation establishing the new and renewable energy feed-in-tariff (REFIT) 2014,"<div>REFIT aims at setting feed-in tariffs for biomass, wind, water and solar energy projects, with regards to their expected installed capacity  of 10 MW or less. </div>",In force,2014,National,International Energy Agency,2014-01-01,,https://rise.esmap.org/data/files/library/mozambique/Renewable%20Energy/Mozambique_REFIT_Regulation%20feed-in%20tariff_2014.pdf,,1750778206416,"[{""iso3"":""MOZ"",""name"":""Mozambique""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Decree No. 2016-1131: National Fund for Energy Management,<div>FONAME is the National Fund for Energy Management. It was created by Decree No. 2016-1131 of 21 December 2016 and dedicated to financing renewable energy and energy efficiency projects.</div>,In force,2016,National,International Energy Agency,2016-12-21,,https://faolex.fao.org/docs/pdf/Ivc176848.pdf,,1750778206960,"[{""iso3"":""CIV"",""name"":""Cote D'ivoire""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Emission standards for Power Generation Units,"<div>All fossil new and fuel-fired plants should meet the Tier 1 emission standard, which is meeting emissions intensity limit of 0.355 tCO2e/MWh.  Plants that are unable to meet Tier 1 standard can opt to be subject to an emissions limit under Tier 2 - emissions allowance limit (MtCO2e cap) that is equivalent to a Tier 1 advanced CCGT but running at a PLF of 50% on an annual basis. Separately, all new and repowered plants need to be at least 30% volume hydrogen-ready with the ability to be retrofitted to become operationally 100% hydrogen-ready in the future to the extent possible.  </div>",In force,2023,National,International Energy Agency,2023-10-26,,https://www.ema.gov.sg/content/dam/corporate/partnerships/consultations/emissions-standards-for-power-generation-units/decision/EMA-Consultations-Final-Determination-Emission-Standards-for-Power-Generation-Units-20231026.pdf.coredownload.pdf,,1750778209268,"[{""iso3"":""SGP"",""name"":""Singapore""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
The Environmental Management Act (Air quality standards),<div>The act establishes limits regarding minimum air quality standards for Large Combustion Plants over SOx and CO emissions. </div>,In force,2007,National,International Energy Agency,2007-01-01,,https://www.nemc.or.tz/uploads/publications/sw-1645446559-Air_Quality_Standards_Regulations_2007.pdf,,1750778209581,"[{""iso3"":""TZA"",""name"":""United Republic of Tanzania""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Feed-in Tariff (FiT),"<div>The Feed-in Tariff (FiT) rates applies to Solar PV; Biogas; Biomass; Small Hydro and Geothermal, and guarantee a fixed price for 21 years. </div>",In force,2014,National,International Energy Agency,2014-03-15,,https://www.seda.gov.my/reportal/fit/feed-in-tariff-rates/,,1750778209772,"[{""iso3"":""MYS"",""name"":""Malaysia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
