title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Comprehensive Financing Support for Exports: Domestic Industrial Competitiveness,"<div>In August 2023, the Financial Services Commission announced the Comprehensive Financing Support Measures for Exports to provide additional policy funding and financing support for export-focused businesses. The Support Measures are intended to counter on-going disruptions in the global supply chain; and to boost Korean industrial competitiveness in newly emerging high-tech sectors such as semiconductor and battery industries. <br><br>The Measures cover three major policy initiatives:</div><ol><li>Market development, financing, and supply chain support funds: 4.1 trillion KRW</li><li>Domestic industrial competitiveness measures: 18.7 trillion KRW</li><li>Regulatory support for export financing (e.g., extending loan periods, concessionary rates)</li></ol><div><br>Specific measures aimed at boosting domestic industrial competitiveness include:</div><ul><li>Hyper-competitive Major Industries Support provides funding (in the form of preferential rates and increased credit limits) for capital investment, R&amp;D, M&amp;A, and intellectual property acquisition, as well as general funding in the four key competitive areas (KRW 11 trillion)<ul><li>Semiconductors (KRW 5 trillion)</li><li>Batteries (KRW 2 trillion)</li><li>Nuclear power (KRW 2 trillion)</li><li>Bio-technology (KRW 2 trillion)</li></ul></li><li>Public loan guarantees and preferential rates for export-focused SMEs in 8 key industries and 12 emerging export sectors (KRW 1.3 trillion)<ul><li>8 key industries: <strong>semiconductors</strong>, petrochemicals, shipbuilding, automobiles, petroleum refining, steel, display, and telecommunications</li><li>12 emerging export sectors: <strong>nuclear power</strong>, defense industry, construction/plant projects, <strong>""green"" industries</strong>, agriculture and food industries, fisheries, smart farming, information and communications, cultural contents, educational technology, pharmaceuticals and medical equipment, cosmetics</li></ul></li><li>Special financing support (preferential rates and increased credit limits) for capital investment at export-focused SMEs (KRW 1 trillion)</li></ul><div><br></div><div><br></div>",Ended,2023,National,International Energy Agency,16-08-2023,2023,http://www.fsc.go.kr:8300/v/p1LUkCWt0Fe,,1719928510507,"[{""iso3"":""KOR"",""name"":""Korea""}]",[],"[""Battery technologies"",""Nuclear""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Batteries""}]"
Termination of Rooftop Solar Power Plant Electricity Trading Scheme,"<div>On February 24 2024, the Ministry of Energy and Mineral Resources abolished the electricity buying and selling scheme. However, fees waiver for the installation of rooftop solar PV under a particular quota, which the Government has yet to decide, will still continue. </div>",In force,2024,National,International Energy Agency,2024-02-24,,https://www.esdm.go.id/id/media-center/arsip-berita/revisi-permen-esdm-plts-atap-skema-jual-beli-listrik-dihapuskan-,,1750778178616,"[{""iso3"":""IDN"",""name"":""Indonesia""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Tunisia's Energy Transition fund budget 2024,"<div>As part of Tunisia's 2035 vision to increase renewables penetration in electricity production by 30%, the Ministry of Finance announced allocating a budget of 52 million Dinar for the Energy Transition fund. The budger will support the following activities:</div><ul><li>Financing energy efficiency projects</li><li>Attracting and incentivizing consumers connected to the low voltage network to install self consumption solar systems.</li><li>Financing other initiatives targeting control and monitoring of energy consumption in public mosques, public buildings, and public lighting system.</li><li>Financing initiatives for installation of solar system in public buildings.</li></ul>",Announced,2024,National,International Energy Agency,,,http://www.finances.gov.tn/sites/default/files/2023-10/rapport_budget_2024_1.pdf,,1750778178994,"[{""iso3"":""TUN"",""name"":""Tunisia""}]",[],"[""Electricity generation and CHP technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
2023-2025 Energy infrastructure investment plan ,"<div>As part of its National Public Investment Plan (PNIP), the Argentinian government is allocating resources to renewable energy infrastructure construction, as well as energy efficient equipment.</div>",In force,2023,National,International Energy Agency,2023-01-01,2025,https://www.argentina.gob.ar/noticias/plan-nacional-de-inversiones-publicas-2023-2025-pnip,,1718006962056,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],"[""Hydropower (excl. pumped hydro)"",""Reservoir hydro"",""Hydropower run of river"",""Solar PV"",""Nuclear"",""Electricity generation and CHP technologies"",""Hydrogen"",""Other transmission and distribution technologies"",""PV installation types""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
National Public Investment Plan 2023 2025 - Nuclear energy ,<div>Argentina's National Public Investment Plan (PNIP) allocates resources for the construction of nuclear related projects such as CAREM's Low-Power Reactors and the construction of multipurpose nuclear reactors. </div>,In force,2023,National,International Energy Agency,2023-01-01,2025,https://www.argentina.gob.ar/noticias/plan-nacional-de-inversiones-publicas-2023-2025-pnip,,1720124984033,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],"[""Nuclear"",""Conventional nuclear fission reactors (incl. lifetime extension)"",""Nuclear fusion reactors""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""}]"
Renewable energy and storage deployment - 2023 government spending,<div>Argentina's National Public Investment Plan (PNIP) allocates resources for the deployment of renewable energy and battery storage</div>,In force,2023,National,International Energy Agency,2023-01-01,2025,https://www.argentina.gob.ar/noticias/plan-nacional-de-inversiones-publicas-2023-2025-pnip,,1718094036729,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],"[""Battery technologies"",""Solar PV"",""PV installation types""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Renewable Energy Development Fund,"<div>Through its Renewable Energy Development Fund (FODER), the Argentinian government allocates spending to domestic renewable energy projects.</div>",In force,2016,National,International Energy Agency,2016-03-30,,https://argentinambiental.com/legislacion/nacional/disposicion-4918-fondo-desarrollo-energias-renovables-foder/,,1718015659147,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Fund for Renewable Energy Distributed Generation,<div>The Fund for Renewable Energy Distributed Generation (FODIS) allocates resources to finance renewable distributed generation projects as well as research and development activities related to the potential applications of DG technologies. </div>,In force,2017,National,International Energy Agency,2017-12-27,,https://www.argentina.gob.ar/noticias/el-gobierno-y-el-bice-conforman-un-fondo-para-financiar-proyectos-de-generacion-distribuida,,1718015584892,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],"[""Electricity generation and CHP technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Tax reduction import duty exemption for domestic renewable energy projects ,"<div>Through Law 27.191, the Argentinian government grants import duty exemptions as well as value income tax and value added tax reductions for equipments used in domestic renewable energy projects in the country. This preferential tax and import duty treatment applies to wind , solar thermal , solar photovoltaic, geothermic, tidal, wave, hydraulic energy, and biomass energy projects, as well as for landfill gas, treatment plant gas, biogas and biofuels ones.</div>",In force,2015,National,International Energy Agency,23-09-2015,,https://servicios.infoleg.gob.ar/infolegInternet/anexos/250000-254999/253626/norma.htm,,1727096610901,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Solar PVs""}]"
Allocation of sovereign green bond revenues to renewable energy projects,"<div>The Government of India allocated Rs. 6,186 crores of Sovereign Green Bond proceeds earned during FY 22-23 to renewable energy projects.<br><br>India's Sovereign Green Bond Framework was enacted in November 202.</div>",Ended,2022,National,International Energy Agency,2022-12-07,2023,https://pib.gov.in/PressReleasePage.aspx?PRID=1983770,,1720167103318,"[{""iso3"":""IND"",""name"":""India""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
